1,1,0
1,2,-2.0019
1,3,-1.0051
1,4,-0.0056
1,5,-0.0033032
1,6,-0.99392
1,7,-0.99498
1,8,-0.0096541
1,9,-1.001
1,10,-0.98502
1,11,-5.0189
1,12,-1.9975
2,1,-2.0116
2,2,0.0041304
2,3,-1.0126
2,4,-4.0125
2,5,-1.9948
2,6,-1.9962
2,7,-3.0099
2,8,0
3,1,1.9877
3,2,-1.0007
3,3,2.0111
3,4,2.008
3,5,0.99943
3,6,1.9771
3,7,1.0093
3,8,0
3,9,0.98427
3,10,3.0097
3,11,3.9979
3,12,-1.0004
3,13,0.99713
3,14,-1.0021
3,15,0.98776
4,1,2.0192
4,2,3.0128
4,3,-0.99561
4,4,0.99863
4,5,3.0027
4,6,2.9911
4,7,0
4,8,1.0066
4,9,3.0229
5,1,0.99645
5,2,-1.0035
5,3,0
5,4,-1.0019
5,5,-0.99308
5,6,-0.0082588
5,7,-0.99694
5,8,-1.9965
5,9,-2.0006
5,10,-2.9931
5,11,0
5,12,-0.98194
5,13,-0.99962
6,1,4.0051
6,2,1.9852
6,3,2.9959
6,4,4.0058
6,5,5.0144
6,6,1.9872
6,7,3.002
6,8,4.0004
6,9,3.0187
7,1,-2.0125
7,2,-0.99381
7,3,-1.0225
7,4,-1.0246
7,5,-1.0122
7,6,-2.0255
7,7,-0.98717
8,1,3.9903
8,2,4.0034
8,3,0
8,4,-0.99772
8,5,2.999
8,6,1.9991
8,7,1.9946
8,8,0
8,9,2.9892
8,10,3.0055
8,11,2.9998
8,12,4.9828
9,1,-3.0008
9,2,-1.9759
9,3,-3.0027
9,4,-2.9933
9,5,-2.0035
10,1,5.006
10,2,3.9927
10,3,1.9834
10,4,4.0019
10,5,4.0161
10,6,3.9789
10,7,4.9969
11,1,-2.9809
11,2,-1.9926
11,3,-4.021
11,4,-2.9917
11,5,-1.979
11,6,-1.9895
11,7,-1.9818
11,8,-2.0144
11,9,-3.0097
11,10,-5.0218
13,1,-2.9969
13,2,-1.9914
13,3,2.0105
13,4,0
13,5,0
13,6,-0.99981
13,7,-2.0116
13,8,-1.0061
13,9,-2.9973
13,10,-0.97788
13,11,1.9761
14,1,3.0101
14,2,2.0105
14,3,1.0005
14,4,3.9938
14,5,4.9791
14,6,3.9852
14,7,3.9955
14,8,4.0046
14,9,5.0013
14,10,4.9747
14,11,2.9977
14,12,4.0074
15,1,0
15,2,-0.98244
15,3,2.0033
15,4,1.023
15,5,-2.0051
15,6,0
15,7,0.99462
17,1,-1.9934
17,2,0
17,3,-0.98676
17,4,-0.99819
17,5,0.012976
17,6,0
17,7,0
17,8,0
17,9,0
17,10,0.98564
18,1,1.0068
18,2,1.9961
18,3,3.0046
18,4,1.9859
18,5,1.999
18,6,0.99524
18,7,3.0141
18,8,3.0144
18,9,1.9921
18,10,1.9993
18,11,2.9938
18,12,-0.99295
19,1,-0.98634
19,2,-2.0109
19,3,0.0047875
19,4,-3.0065
19,5,-1.9824
19,6,-2.0105
19,7,0.011573
19,8,-0.99257
19,9,0
19,10,-1.986
19,11,-2.0012
20,1,-1.0062
20,2,-0.99731
20,3,-1.0082
20,4,0
20,5,2.9844
20,6,0.98352
20,7,0
20,8,1.9882
20,9,-0.0055945
20,10,0.99808
20,11,1.9916
20,12,3.0004
21,1,-2.3353
21,2,-3.5115
22,1,-1.995
22,2,-1.002
22,3,0
22,4,1.0009
22,5,-1.0086
22,6,-1.0245
22,7,-0.98292
22,8,-0.98804
22,9,-2.0027
22,10,0
23,1,0
23,2,0
23,3,0
23,4,0.99128
23,5,1.0158
23,6,0.99043
23,7,1.9759
23,8,1.0115
23,9,-0.97704
24,1,0
24,2,-0.97774
24,3,-1.0162
24,4,0
24,5,-2.0113
24,6,-2.0083
24,7,-1.0198
24,8,-2.0122
24,9,-0.99043
25,1,0
25,2,-1.0077
25,3,-0.98244
26,1,3.9964
26,2,0.9929
27,1,-2.0034
27,2,3.9971
27,3,3.9845
27,4,0
27,5,3.0037
28,1,-0.014823
28,2,-2.9937
28,3,-0.99924
28,4,0
28,5,-1.9976
28,6,-4.0027
28,7,-0.98931
28,8,-1.9937
28,9,-4.0191
28,10,-3.0128
28,11,-1.0007
28,12,-2.9992
28,13,-3.0053
28,14,-2.0085
29,1,-2.0036
29,2,-1.0056
29,3,0
29,4,1.9994
29,5,1.0056
29,6,-2.9795
29,7,-0.99656
29,8,0
29,9,1.0013
29,10,-1.0184
29,11,-3.0096
29,12,1.9894
30,1,-3.0113
30,2,-3.0227
30,3,-2.014
30,4,-1.9994
30,5,-1.0105
30,6,-1.989
30,7,-2.0054
30,8,-2
30,9,-2.9818
30,10,-2.9778
31,1,1.9989
31,2,0.99924
31,3,0
31,4,0.98602
31,5,3.0172
31,6,1.9943
31,7,2.0204
31,8,1.0005
31,9,1.0241
31,10,1.0015
32,1,-2.9859
32,2,-1.0033
32,3,-2.0015
32,4,0
32,5,0
32,6,-3.0111
32,7,-2.986
32,8,0
32,9,-3.0235
33,1,0
33,2,0
33,3,0.0088865
33,4,0.99663
33,5,-1.0035
33,6,1.0252
33,7,-0.66353
33,8,1.011
33,9,0
33,10,0.98626
33,11,0
34,1,-1.6641
34,2,-1.9875
34,3,-1.011
34,4,-1.0079
34,5,-2.0072
34,6,-2.0183
35,1,-3.9853
35,2,-3.0001
35,3,-3.0007
35,4,-2.9923
35,5,-2.0036
35,6,-3.0019
35,7,-3.0128
35,8,-3.0085
35,9,-3.982
35,10,-1.9954
35,11,-2.983
35,12,-3.0043
36,1,0.9854
36,2,2.9931
36,3,0
36,4,1.0029
36,5,2.9947
36,6,0.9933
36,7,0.005241
36,8,1.0011
36,9,3.9928
36,10,1.9883
36,11,2.9876
38,1,-1.9982
38,2,-0.99285
38,3,-3.0044
38,4,-1.9769
38,5,0
38,6,-2.0041
38,7,-2.9991
38,8,-3.0143
38,9,-3.0113
38,10,-0.99238
38,11,-0.99836
38,12,-2.023
39,1,0
39,2,0.99987
39,3,0
39,4,-1.019
39,5,1.0045
39,6,0
39,7,-0.99295
39,8,-1.9749
39,9,-0.99311
40,1,-2.0194
40,2,-2.0053
40,3,-1.0031
40,4,-0.99635
40,5,0
40,6,0
40,7,-2.0207
40,8,0
40,9,-1.9946
40,10,-1.9989
40,11,0.0044751
40,12,-3.0007
40,13,-3.0218
40,14,-0.99473
41,1,-3.0011
41,2,-5.0211
41,3,-4.0002
41,4,-4.0201
41,5,-3.9949
41,6,-3.9935
41,7,-4.9969
41,8,-2.9933
41,9,-2.9824
41,10,-3.007
41,11,-4.0137
42,1,-3.9947
42,2,-0.99533
42,3,-3.0122
42,4,-3.9919
43,1,-2.0029
43,2,1.6663
44,1,2.9942
44,2,0
44,3,-0.0051596
44,4,0.98244
44,5,1.0034
44,6,3.9772
44,7,0.98729
44,8,1.9988
44,9,3.0128
44,10,1.0036
44,11,2.0027
44,12,2.9929
45,1,-2.0063
45,2,-1.9988
45,3,-2.004
45,4,-2.9872
45,5,-1.9943
45,6,-5.0126
46,1,-0.97765
46,2,0
46,3,-2.4978
46,4,-0.99521
47,1,-1.0034
47,2,-3.0005
47,3,-0.00037276
47,4,-1.0051
47,5,-2.0207
47,6,-2.9942
47,7,-1.0036
47,8,-2.9944
47,9,-1.9778
48,1,-1.9974
48,2,-2.9966
48,3,-1.9912
48,4,-2.0096
48,5,-1.9988
48,6,0
48,7,-2.9993
48,8,-0.99605
48,9,-1.9996
48,10,-1.006
48,11,-3.9903
48,12,-4.0132
48,13,-2.0044
49,1,2.9831
49,2,1.0056
49,3,1.0023
49,4,2.9918
49,5,2.9885
49,6,3.0193
49,7,3.0039
49,8,4.0086
49,9,2.0028
50,1,0.98798
50,2,3.0002
50,3,2.0044
50,4,1.9934
50,5,0.99099
50,6,1.0045
50,7,1.0198
50,8,2.0082
50,9,1.0027
50,10,1.9886
51,1,0
51,2,1.0225
51,3,0
51,4,1.0069
51,5,0.97932
51,6,0.99285
51,7,2.0065
51,8,1.0006
51,9,0
52,1,-2.9979
52,2,-2.9896
52,3,-3.0084
52,4,-5.0176
52,5,-3.0128
52,6,-3.0112
52,7,-2.9782
52,8,-5.0194
52,9,-4.0087
53,1,3.002
53,2,3.9965
53,3,3.0088
53,4,0.99591
53,5,1.9944
53,6,2.9977
53,7,1.9996
53,8,3.9877
53,9,3.0235
54,1,-0.99773
54,2,-1.9979
54,3,-3.0025
54,4,-3.0044
54,5,-2.9951
54,6,-1.0008
54,7,-1.9892
54,8,-2.999
54,9,0
54,10,-2.0152
54,11,-2.9965
54,12,-2.9885
54,13,-1.0045
55,1,-3.0043
55,2,-5.0105
55,3,-2.0041
55,4,-5.0177
55,5,-3.0066
55,6,-3.0021
55,7,-3.9989
55,8,-3.0033
55,9,-4.9783
55,10,-3.0027
56,1,0
56,2,1.999
56,3,2.0082
56,4,-3.0196
56,5,1.9956
56,6,0
56,7,0.99835
56,8,3.0113
56,9,0.97953
56,10,2.9853
57,1,0.99772
57,2,1.004
57,3,0.99539
57,4,3.0002
57,5,2.0067
57,6,0
57,7,0
57,8,3.0144
57,9,0
57,10,0
57,11,0
58,1,-0.0098373
58,2,1.9804
58,3,1.006
58,4,0.98635
58,5,2.0197
58,6,1.0128
58,7,0.99303
58,8,2.0042
58,9,0
58,10,-0.0049493
59,1,-1.9898
59,2,-0.014111
59,3,-1.0046
59,4,-1.0112
59,5,-1.9985
59,6,0
59,7,-1.9695
59,8,-0.99473
60,1,-0.99908
60,2,-1.0117
60,3,-1.0127
60,4,-0.99216
60,5,-1.0124
60,6,0
60,7,1.003
60,8,0.97397
61,1,0
61,2,-2.0175
61,3,-1
61,4,0
61,5,-0.0057333
61,6,-1.0006
61,7,-0.99384
61,8,-0.98826
61,9,-1.9962
61,10,-0.99202
61,11,0
61,12,0
62,1,2.9885
62,2,2.9969
62,3,3.9859
62,4,0
62,5,5.0062
62,6,4.9937
62,7,5.0137
62,8,1.986
63,1,0
63,2,1.0085
63,3,0.99344
63,4,-1.9969
63,5,0.99251
63,6,0
63,7,0
63,8,-0.99852
63,9,0.99113
64,1,-2.0068
64,2,0
64,3,-2.0157
64,4,-3.9991
64,5,-0.97608
64,6,-2.0119
64,7,-0.98546
64,8,-2.9752
64,9,-3.0018
64,10,-4.0099
64,11,-2.9948
64,12,-1.9982
65,1,-0.99419
65,2,-1.0081
65,3,-1.0018
65,4,-1.0069
65,5,0
65,6,0
65,7,-0.99061
66,1,-1.9923
66,2,-1.9834
66,3,-1.9952
66,4,-3.9983
66,5,-1.9997
66,6,-2.0053
66,7,-5.0167
66,8,-4.0142
66,9,-4.0142
66,10,-4.9887
67,1,-1.0102
67,2,1.0068
67,3,1.0041
67,4,-1.0112
67,5,3.9967
67,6,0
67,7,-2.0007
67,8,2.9897
67,9,0.99243
67,10,0.99846
67,11,-0.014383
67,12,-1.0017
68,1,-1.0069
68,2,-2.9791
68,3,-3.0046
68,4,-2.0058
68,5,-1.9969
68,6,-2.0093
68,7,-2.997
69,1,3.9953
69,2,2.9915
69,3,4.0024
69,4,3.0185
69,5,0.67743
69,6,3.0061
69,7,1.9984
69,8,0.97813
69,9,0
69,10,4.9922
70,1,-3.0033
70,2,-2.015
70,3,-1.0061
70,4,-3.9944
70,5,0
70,6,-1.9984
70,7,-3.0058
70,8,-2.985
71,1,-0.9928
71,2,-1.0055
72,1,-0.99191
72,2,0.98963
72,3,0.0040357
72,4,-1.0066
72,5,0.98729
72,6,-1.0078
72,7,-1.0008
72,8,1.9847
72,9,0.99421
72,10,2.0193
73,1,-1.007
73,2,-0.99805
73,3,-0.99414
73,4,-0.99324
73,5,-1.0023
73,6,-0.99909
73,7,-1.9986
73,8,-3.0196
73,9,-2.9922
73,10,0.0055542
73,11,-1.007
74,1,-2.0057
74,2,-0.99809
74,3,-1.0032
74,4,0
74,5,-0.98936
74,6,-2.9962
74,7,-0.33395
74,8,-1.9936
75,1,0
75,2,0.98582
75,3,0.98515
75,4,0.99966
75,5,1.0123
75,6,0
75,7,0
75,8,0.99969
75,9,0.00046781
75,10,2.0073
75,11,0
75,12,0.99392
75,13,2.0132
76,1,0
76,2,0.01307
76,3,2.0067
76,4,0.9966
76,5,0
76,6,0
76,7,-0.9966
76,8,1.9858
76,9,-1.0071
77,1,1.0033
77,2,0
77,3,1.0178
77,4,1.0005
77,5,1.0123
77,6,-2.0036
77,7,0
77,8,1.9951
77,9,0
77,10,0.99683
77,11,1.0205
77,12,2.0002
78,1,-2.0143
78,2,-1.9803
78,3,-1.0017
78,4,-1.9833
78,5,-1.9958
78,6,-1.9772
78,7,-1.0023
78,8,-0.98626
78,9,-2
78,10,-2.0203
78,11,-1.9947
79,1,0
79,2,0
79,3,1.0009
79,4,0
79,5,0.99616
79,6,0.98729
79,7,-1.0056
80,1,0
80,2,-1.0001
80,3,0
80,4,0
80,5,0.98045
80,6,0
80,7,1.0026
80,8,-1.022
80,9,0.49459
80,10,1.003
80,11,2.0018
80,12,0
80,13,1.0016
80,14,-2.0032
81,1,-2.0031
81,2,0
81,3,-1.9902
81,4,-0.99759
81,5,-2.0164
81,6,0
81,7,-0.98116
81,8,-1.9865
81,9,-1.0006
81,10,0
81,11,-1.0017
81,12,-1.017
82,1,3.9926
82,2,2.9968
82,3,1.9796
82,4,2.9812
82,5,4.0137
82,6,1.9876
82,7,3.003
82,8,3.9903
82,9,3.0062
82,10,4.994
83,1,1.0094
83,2,2.0038
83,3,0.98971
83,4,2.0259
83,5,2.0054
83,6,0
83,7,2.0158
83,8,2.0012
83,9,1.0096
83,10,0.98876
84,1,-2.0145
84,2,-1.0124
84,3,-1.9967
84,4,-1.0114
84,5,-1.9984
84,6,-2.0185
84,7,0.99556
84,8,-1.0183
85,1,-0.017291
85,2,-2.0096
85,3,-2.9946
85,4,-2.9998
85,5,-2.0164
85,6,-3.0174
85,7,-2.9981
85,8,-1.9857
85,9,-2.9994
85,10,-1.0093
85,11,-2.9991
85,12,-2.9925
86,1,0.011272
87,1,-2.0183
87,2,-2.984
87,3,-3.0128
87,4,-2.993
87,5,-2.9959
88,1,1.0053
88,2,3.9959
88,3,1.9908
88,4,4.022
88,5,2.9946
88,6,4.022
88,7,5.0096
88,8,4.0002
88,9,1.9939
88,10,1.9905
89,1,-0.98871
89,2,-1.0085
89,3,1.9759
89,4,-0.99773
89,5,0.99875
89,6,1.9888
89,7,1.9854
89,8,1.0037
89,9,1.9905
89,10,1.0016
90,1,-4.9826
90,2,-4.9954
90,3,-5.0006
90,4,-1.9995
90,5,-4.9747
90,6,-3.9992
90,7,-4.0006
91,1,-0.99846
91,2,-3.0022
91,3,-1.0065
91,4,-1.9947
91,5,-1.9941
91,6,-1.9749
91,7,-1.0004
91,8,0
91,9,-1.0108
92,1,2.0051
92,2,2.0091
92,3,2.0131
92,4,0.99432
92,5,2.0154
92,6,1.9975
92,7,-0.97619
92,8,0
92,9,2.0008
92,10,2.9841
92,11,-0.99993
93,1,-0.99941
93,2,-1.9854
93,3,-1.996
93,4,-2.0048
93,5,-0.99779
93,6,-4.003
93,7,0
93,8,-0.0050404
93,9,-4.0032
94,1,-0.99235
94,2,-0.99401
94,3,-0.99616
94,4,1.0065
94,5,-0.978
94,6,0.99793
94,7,-0.99637
94,8,-0.99879
94,9,-0.99544
94,10,-1.0014
95,1,-1.9936
95,2,-1.9888
95,3,-2.9956
95,4,-2.0015
95,5,-2.99
95,6,-1.9929
95,7,-3.0037
95,8,-1.9961
95,9,-3.997
95,10,-3.0139
95,11,-1.9996
95,12,-1.0004
95,13,-4.0013
95,14,-4.0041
96,1,0.98684
96,2,0
96,3,-2.0026
96,4,-0.99509
96,5,-0.99587
96,6,0
96,7,-1.007
96,8,0
96,9,0.99242
96,10,0
96,11,2.0254
97,1,0
97,2,0
97,3,-1.9878
97,4,-0.99156
97,5,0
97,6,-1.9893
97,7,-1.0299
97,8,-0.99584
97,9,-1.0081
97,10,-1.976
97,11,-2.0012
97,12,0.97634
98,1,-2.0149
98,2,-0.99705
98,3,-3.0068
98,4,-2.9999
98,5,-1.9972
98,6,-2.011
98,7,-0.99977
98,8,-1.9992
98,9,-2.9954
98,10,-1.0154
98,11,-0.98876
99,1,-1.9976
99,2,-0.99637
99,3,-2.006
99,4,1.0016
99,5,0
99,6,0
99,7,-2.6655
99,8,0.99923
99,9,2.0004
99,10,-3.0105
99,11,-0.98797
99,12,0
101,1,-1.0133
101,2,1.9983
101,3,0
101,4,-1.0003
101,5,-0.0037107
101,6,-0.9922
101,7,1.0084
101,8,1.9911
101,9,0.9989
101,10,-0.988
101,11,1.9954
101,12,-0.00078301
101,13,0.98142
101,14,2.0008
102,1,0.99099
102,2,1.9985
102,3,0.99127
102,4,2.0036
102,5,3.0194
102,6,1.0105
102,7,0
102,8,0
102,9,2.0096
102,10,3.016
103,1,-0.99471
103,2,-1.0042
103,3,-1.0181
103,4,-1.0018
103,5,-1.0018
103,6,-1.0245
103,7,0.99027
104,1,-2.9919
104,2,-2.995
104,3,-2.993
104,4,-3.01
104,5,-2.0045
104,6,-2.9798
104,7,-2.0236
104,8,-2.0168
104,9,-2.0043
104,10,-2.9944
105,1,1.0186
105,2,-2.0065
105,3,-0.99974
105,4,-0.75602
105,5,-2.0135
105,6,0.0043553
105,7,1.9907
105,8,-1.0098
105,9,-2.0128
105,10,-0.99857
105,11,0
106,1,0
106,2,-1.0137
106,3,0
106,4,-1.9918
106,5,0
106,6,-0.99839
106,7,-0.98244
107,1,0
107,2,-0.013165
107,3,1.9947
107,4,1.0135
107,5,1.9905
107,6,4.0245
107,7,3.9968
107,8,2.9988
107,9,3.0057
107,10,0.98437
108,1,3.0084
108,2,5.0101
108,3,2.0217
108,4,-0.004068
108,5,2.0086
108,6,4.9984
108,7,5.0158
109,1,-3.9934
109,2,-3.0055
109,3,-2.9945
109,4,-2.9784
109,5,-1.9816
109,6,-1.9855
109,7,-1.9964
109,8,-2.9915
109,9,-2.0149
109,10,-2.9991
109,11,-1.9932
110,1,0.003486
110,2,-0.99202
110,3,0
110,4,-0.98876
110,5,0.00065874
110,6,0
110,7,-2.0224
110,8,-1.0056
110,9,2.0059
110,10,0.0019286
110,11,0.006092
110,12,0
110,13,1.0032
110,14,-1.0051
110,15,1.0003
110,16,-1.4907
111,1,-1.9994
111,2,-1.0034
111,3,-0.99542
111,4,-1.0161
111,5,0.99926
111,6,0.99591
111,7,-0.99206
111,8,0.0091787
111,9,-0.005961
111,10,0
111,11,-0.97729
111,12,-0.99378
111,13,-1.0007
112,1,-1.0132
112,2,-2.0279
112,3,0.013264
112,4,-1.0123
112,5,-1.986
112,6,-1.9929
112,7,-1.9805
112,8,-2.9788
112,9,-1.0045
112,10,-1.9886
112,11,-1.0074
114,1,-2.022
114,2,-0.98118
114,3,-2.9949
114,4,-3.9829
114,5,-4.012
114,6,-2.9994
114,7,-1.9807
114,8,-2.9983
114,9,-2.0072
114,10,-3.0025
114,11,-4.9887
114,12,-3.0128
115,1,0.99863
115,2,-0.008773
115,3,-1.0098
115,4,0.9929
115,5,0
115,6,-1.0155
115,7,0
115,8,0
115,9,0
115,10,0
115,11,-0.99683
115,12,0.9736
116,1,0
116,2,-0.99299
116,3,-2.976
116,4,-2.0064
116,5,1.0009
116,6,0
116,7,-2.0071
116,8,-0.67497
116,9,0
116,10,-1.9918
116,11,-1.0135
116,12,-1.9957
116,13,2.0061
117,1,0.67163
117,2,-1.0153
118,1,-1.001
118,2,-2.9829
118,3,0
118,4,0
118,5,-4.0047
118,6,-2.0109
118,7,-1.9884
118,8,-1.0022
118,9,-2.015
118,10,-2.0183
118,11,-1.9924
118,12,-1.9975
119,1,-0.0069916
119,2,-2.0123
119,3,-2.2453
119,4,-1.0037
119,5,-2.9906
119,6,-1.0041
119,7,-0.99669
119,8,-3.0046
119,9,-1.9975
119,10,0
120,1,-2.9873
120,2,-2.9885
120,3,-3.0011
120,4,-3.9806
120,5,-1.003
120,6,-5.0048
120,7,-4.0137
120,8,-1.9803
120,9,-2.9791
121,1,0.98821
121,2,0.99909
121,3,1.0012
121,4,0.99299
121,5,-1.0097
121,6,0
121,7,1.0021
121,8,1.001
121,9,0.0091533
121,10,0
122,1,0
122,2,-0.0081961
122,3,0
122,4,0.98638
122,5,1.9969
122,6,-0.99539
122,7,0
123,1,2.0068
123,2,1.0037
123,3,1.9939
123,4,0.99587
123,5,1.0014
123,6,0
123,7,1.0143
123,8,0.99893
123,9,0.99731
123,10,0.97589
123,11,1.9925
124,1,-2.9956
124,2,-2.0145
124,3,-2.991
124,4,-4.9878
124,5,-3.978
125,1,-1.0107
125,2,-1.0133
125,3,-2.0063
125,4,-1.0105
125,5,-2.9958
125,6,-0.98868
125,7,-1.982
125,8,-1.9966
125,9,-2.0254
125,10,-0.99852
126,1,0
126,2,-0.011323
126,3,0
126,4,-2.0025
126,5,0
126,6,-1.9998
126,7,-1.0156
127,1,-4.009
127,2,-2.0214
127,3,-2.9826
127,4,-3.9983
127,5,-2.9995
127,6,-3.0013
127,7,-2.9998
127,8,-4
127,9,-3.0174
127,10,-2.9936
127,11,-4.0057
128,1,1.0158
128,2,-1.9928
128,3,1.978
128,4,1.9962
128,5,1.0041
128,6,1.0166
128,7,1.9789
128,8,0.97553
128,9,1.991
128,10,0.99107
128,11,2.0085
129,1,-1.0284
129,2,-1.0184
129,3,-1.0022
129,4,-1.025
129,5,-1.0023
129,6,0
129,7,0
129,8,-1.0023
130,1,0
130,2,1.0107
130,3,3.008
130,4,4.0026
130,5,0.004924
131,1,0
131,2,2.0057
131,3,-0.99908
131,4,2.0006
131,5,1.9853
131,6,-1.978
131,7,1.013
131,8,0
131,9,2.9887
131,10,0
131,11,2.9982
131,12,1.0194
132,1,0
132,2,-2.6722
132,3,0
132,4,-1.0008
132,5,0
132,6,-1.0151
132,7,0.99132
132,8,-2.0135
132,9,-0.99156
132,10,-3.0084
133,1,-1.0189
133,2,0.98911
133,3,1.0208
133,4,1.9812
133,5,2.9967
133,6,0.99748
133,7,-1.0011
133,8,-1.9979
133,9,0
133,10,1.0051
133,11,-1.0097
134,1,1.0212
134,2,4.0055
134,3,1.9921
134,4,3.9791
134,5,1.0022
134,6,1.9937
134,7,3.9909
134,8,0.99731
134,9,2.0068
134,10,3.9915
135,1,-1.0019
135,2,-1.0129
135,3,-2.0003
135,4,-0.98931
135,5,-1.0017
136,1,0.97932
136,2,0.99443
136,3,-1.0051
136,4,0.001269
136,5,2.0101
136,6,0
136,7,-0.014569
136,8,0.98059
136,9,0.98828
136,10,0
136,11,0.98802
136,12,-0.99767
136,13,0.97851
136,14,-0.00084406
136,15,1.9957
136,16,-0.99982
137,1,-0.99814
137,2,0
137,3,-0.98179
137,4,0
137,5,-0.9895
137,6,-1.0046
137,7,0
137,8,-0.97827
137,9,-0.97567
138,1,-1.0051
138,2,-1.9911
138,3,-0.99799
138,4,-1.0035
138,5,-0.99766
138,6,-1.0185
138,7,-2.0187
138,8,-1.9949
138,9,-2.0034
139,1,4.0016
140,1,-0.00604
140,2,-0.99435
140,3,-0.99351
140,4,-2.0045
140,5,-0.0042928
140,6,-2.0091
140,7,-1.0105
140,8,-0.97909
141,1,1.9923
141,2,1.014
141,3,0.98966
141,4,2.0016
141,5,0.98493
141,6,0
141,7,0.99167
141,8,0
141,9,-1.0056
141,10,0.99841
141,11,0
141,12,4.0131
142,1,1.0222
142,2,1.008
142,3,0.99939
142,4,2.0007
142,5,-1.9945
142,6,-1.011
142,7,-1.9943
142,8,0
142,9,-0.0058962
142,10,-0.0055434
142,11,1.9976
143,1,-2.9965
143,2,-2.9877
143,3,-2.0109
143,4,0.0011415
143,5,-4.0011
143,6,-5.0131
143,7,-3.9893
143,8,-3.9909
143,9,-3.0111
143,10,-0.97423
143,11,-1.9979
143,12,-3.9805
144,1,1.996
144,2,1.0046
144,3,0.99787
144,4,-0.99192
144,5,-2.006
144,6,1.0226
